id,k6_cluster,k10_cluster,title,artists,pp_artist
3IRloeDfPgi7bH5OwXfwkN,0,5,No More Interviews,['Big Sean'],Big Sean
0TW3dlG3BaF2LNiDkUu10u,4,7,California Heaven,"['JAHKOY', 'ScHoolboy Q']",JAHKOY / ScHoolboy Q
3waIbY3hXhTdlsOOffGgZw,4,7,1000 Times,['JAHKOY'],JAHKOY
2gbVPiWjuoZQncypktAwvK,5,6,No Regrets,['JAHKOY'],JAHKOY
22q7Tnt618vJpdhy67dtqV,0,5,F N Sexy,['JAHKOY'],JAHKOY
67nH6uwF7F3C7PsZTUNHNH,0,5,Selfish,['JAHKOY'],JAHKOY
7kUuvMv4yD9wcaBfX4AfMq,2,9,Don't Stop The Vibe,['JAHKOY'],JAHKOY
1WHo9vIO4O50xQHSycSNUm,2,6,Countin,['2 Chainz'],2 Chainz
6v6CUE4xyNK9OCodInFPro,0,5,Diamonds Talkin Back,['2 Chainz'],2 Chainz
39pS70eeDvyCAF3t8NAlVV,0,5,Good Drank,"['2 Chainz', 'Gucci Mane', 'Quavo']",2 Chainz / Gucci Mane / Quavo
6ovZF5JLjcgm1J8exA3XrE,4,7,Lil Baby,"['2 Chainz', 'Ty Dolla $ign']",2 Chainz / Ty Dolla $ign
2cdbFYFzeCUL8Tx9yyc1nH,0,5,Day Party,['2 Chainz'],2 Chainz
6f9McoXNKUTjh9PtmCAvMP,0,5,Doors Open,"['2 Chainz', 'Future']",2 Chainz / Future
7zdNke86NJfiZnDiW1Y3XZ,2,6,Here We Go Again,['2 Chainz'],2 Chainz
3m62bJJXGyQKdR9XyRocnl,2,6,"Two Birds, One Stone",['Drake'],Drake
59e7E2LMPZ2bhW5G6aCwX8,0,5,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)","['A$AP Mob', 'A$AP Rocky', 'A$AP Twelvyy', 'KEY!']",A$AP Mob / A$AP Rocky / A$AP Twelvyy / KEY!
73ZaCmh5nzvBzbhREnQvcB,0,5,"London Town (feat. A$AP Rocky, A$AP Ant & Playboi Carti)","['A$AP Mob', 'A$AP Rocky', 'A$AP ANT', 'Playboi Carti']",A$AP Mob / A$AP Rocky / A$AP ANT / Playboi Carti
4ISLRAqJbSgvkqRgiCaikS,4,7,"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)","['A$AP Mob', 'A$AP Rocky', 'Wiz Khalifa', 'BJ The Chicago Kid', 'Buddy']",A$AP Mob / A$AP Rocky / Wiz Khalifa / BJ The Chicago Kid / Buddy
0SGkqnVQo9KPytSri1H6cF,4,7,Bounce Back,['Big Sean'],Big Sean
2igbKtoBMXdYgYPkCpl0V4,4,7,Body Moves,['DNCE'],DNCE
0j2T0R9dR9qdJYsB7ciXhf,4,7,Stronger,['Kanye West'],Kanye West
3oy9CClx1zCGnhzse9AvDu,4,7,If Tomorrow's Not Here,"['Denzel Curry', ""Twelve'len""]",Denzel Curry / Twelve'len
67T0J1IDGgRwNMp3vWYaVb,4,7,Zenith,"['Denzel Curry', 'Joey Bada$$']",Denzel Curry / Joey Bada$$
6bcnokzOVQxpn0quzHj6vc,4,7,Good Night,"['Denzel Curry', ""Twelve'len"", 'Nell']",Denzel Curry / Twelve'len / Nell
2aQwdBWk4vSPWk1Csgtzdo,4,7,This Life,['Denzel Curry'],Denzel Curry
737gwrDNwTCAwAjy02FSMO,2,6,Story: No Title,['Denzel Curry'],Denzel Curry
5viCJ7GSQxVWUAPBVoV7IL,4,7,Me Now,['Denzel Curry'],Denzel Curry
3DaXXVRXK7sWRNEugMe7s6,2,9,Knotty Head,"['Denzel Curry', 'Rick Ross']",Denzel Curry / Rick Ross
6a90nkg7j6GRmq6LirQixa,0,5,Sick & Tired,['Denzel Curry'],Denzel Curry
1T5mVPJE6LilJ7f73L3UDo,4,7,Gook,['Denzel Curry'],Denzel Curry
5BSz8sJO2YmKfNVQG7fq2J,0,5,ULT,['Denzel Curry'],Denzel Curry
2oUuLLKS8WbF7ELJcwbqms,0,5,Look at Me!,['XXXTENTACION'],XXXTENTACION
3iL2l5gUqyPS6vDwJFgJTR,0,5,BedRock,"['Young Money', 'Lloyd']",Young Money / Lloyd
2EzdHA4loLJLi2ofpLeLDb,2,9,The Show Goes on,['Lupe Fiasco'],Lupe Fiasco
22VdIZQfgXJea34mQxlt81,4,7,Can't Feel My Face,['The Weeknd'],The Weeknd
2kvgmr5CFhSvleQqTjB3eP,4,7,Lush Life,['Zara Larsson'],Zara Larsson
0jx8zY5JQsS4YEQcfkoc5C,0,5,Angels (feat. Saba),"['Chance the Rapper', 'Saba']",Chance the Rapper / Saba
76FZM38RC8XaAjJ77CVTNe,2,6,Into You,['Ariana Grande'],Ariana Grande
0xexXKZ1CAIrNHhTUX5Qkh,4,7,WILD,"['Troye Sivan', 'Alessia Cara']",Troye Sivan / Alessia Cara
6BbINUfGabVyiNFJpQXn3x,4,7,Wicked,['Future'],Future
56sk7jBpZV0CD31G9hEU3b,2,6,Animal I Have Become,['Three Days Grace'],Three Days Grace
7tCHpjktA50ihtkLz6bAnn,2,2,Ain't No Rest For The Wicked - Original Version,['Cage The Elephant'],Cage The Elephant
57Xjny5yNzAcsxnusKmAfA,1,1,Reptilia,['The Strokes'],The Strokes
3U5JVgI2x4rDyHGObzJfNf,2,6,Unwritten,['Natasha Bedingfield'],Natasha Bedingfield
4w1lzcaoZ1IC2K5TwjalRP,2,6,A Thousand Miles,['Vanessa Carlton'],Vanessa Carlton
4UuHWIkAWnN176A2rx7YFB,2,6,1985,['Bowling For Soup'],Bowling For Soup
6ECp64rv50XVz93WvxXMGF,4,7,This Love,['Maroon 5'],Maroon 5
37qI0mchgzUSeUhPiwUWPY,2,6,Wherever You Will Go,['The Calling'],The Calling
4HlFJV71xXKIGcU3kRyttv,4,7,"Hey, Soul Sister",['Train'],Train
2DlHlPMa4M17kufBvI2lEN,4,7,Chop Suey!,['System Of A Down'],System Of A Down
4Sfa7hdVkqlM8UW5LsSY3F,2,6,Take a Walk,['Passion Pit'],Passion Pit
6IwKcFdiRQZOWeYNhUiWIv,4,7,No One,['Alicia Keys'],Alicia Keys
4E6cwWJWZw2zWf7VFbH7wf,4,7,Love Song,['Sara Bareilles'],Sara Bareilles
4r8lRYnoOGdEi6YyI5OC1o,4,7,Bye Bye Bye,['*NSYNC'],*NSYNC
3FtYbEfBqAlGO46NUDQSAt,2,6,Electric Feel,['MGMT'],MGMT
3xkxcbnc7G3XYuZt6eUnI5,0,5,Empire State Of Mind,"['JAY-Z', 'Alicia Keys']",JAY-Z / Alicia Keys
67D9O4Oau629qirRXtTWCS,2,6,Beautiful Girls,['Sean Kingston'],Sean Kingston
23L5CiUhw2jV1OIMwthR3S,4,7,In the Name of Love,"['Martin Garrix', 'Bebe Rexha']",Martin Garrix / Bebe Rexha
4Ce37cRWvM1vIGGynKcs22,2,6,Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']",Hailee Steinfeld / Grey / Zedd
4fIWvT19w9PR0VVBuPYpWA,2,6,Haven't Met You Yet,['Michael Bublé'],Michael Bublé
4NTWZqvfQTlOMitlVn6tew,2,9,The Show Goes On,['Lupe Fiasco'],Lupe Fiasco
3zSCNTXI7Ed0PiidZVmzIe,2,6,Ignition - Remix,['R. Kelly'],R. Kelly
4uhvMW7ly7tJil31YYscAN,2,6,Erase Your Social,['Lil Uzi Vert'],Lil Uzi Vert
46NDPN81vk91tunB9uIrw4,2,2,Take It All,['Hillsong UNITED'],Hillsong UNITED
7FDV5ELOJHCGLe52AnttEd,2,6,Angel,"['Shaggy', 'Rayvon']",Shaggy / Rayvon
2CpH1L4CUR47RARB3PgY1l,2,9,You Don't Own Me (feat. G-Eazy),"['SAYGRACE', 'G-Eazy']",SAYGRACE / G-Eazy
0g5EKLgdKvNlln7TNqBByK,2,6,Middle,"['DJ Snake', 'Bipolar Sunshine']",DJ Snake / Bipolar Sunshine
7IzurnmQLvZmMDJcpITUyt,2,9,Infinity,['Mariah Carey'],Mariah Carey
4KW1lqgSr8TKrvBII0Brf8,2,2,Father Stretch My Hands Pt. 1,['Kanye West'],Kanye West
5iUQMwxUPdJBFeGkePtM66,0,7,Dang! (feat. Anderson .Paak),"['Mac Miller', 'Anderson .Paak']",Mac Miller / Anderson .Paak
0v9Wz8o0BT8DU38R4ddjeH,4,7,No Problem (feat. Lil Wayne & 2 Chainz),"['Chance the Rapper', 'Lil Wayne', '2 Chainz']",Chance the Rapper / Lil Wayne / 2 Chainz
5sqHFfmw7MMc1L85BN8802,0,5,THat Part - Black Hippy Remix,['ScHoolboy Q'],ScHoolboy Q
2nBI3iWLhupR7LyAJ5GGkE,4,2,Champions,"['Kanye West', 'Gucci Mane', 'Big Sean', '2 Chainz', 'Travis Scott', 'Yo Gotti', 'Quavo', 'Desiigner']",Kanye West / Gucci Mane / Big Sean / 2 Chainz / Travis Scott / Yo Gotti / Quavo / Desiigner
46IdjlVO3EmaMqooXZ1Hcu,0,5,"Wat U Mean (Aye, Aye, Aye)",['Dae Dae'],Dae Dae
0D21XvHcVsIvJM6FcGY2BT,0,5,OOOUUU,['Young M.A'],Young M.A
3SrUV8pxnW1QhMbbwegpwG,4,7,Slave,['Logic'],Logic
4s2BWgnSQ9NZiOQM4PP4HB,0,5,44 Bars,['Logic'],Logic
7qT7NUDywO7vNJNTNxqWiN,0,5,Wrist,"['Logic', 'Pusha T']",Logic / Pusha T
2c8sgbZoEanC3QyFNZxUcA,4,7,Flexicution,['Logic'],Logic
1py4qzrEEkOvU8uTHYLuOW,0,5,Super Mario World,['Logic'],Logic
52hRcWmjRNFuVJv3Qi7EeF,0,5,Savage Mode,"['21 Savage', 'Metro Boomin']",21 Savage / Metro Boomin
0uuE2usj5bvRqfKlfOu1NZ,2,6,I Want (feat. 2 Chainz),"['MadeinTYO', '2 Chainz']",MadeinTYO / 2 Chainz
5uDASfU19gDxSjW8cnCaBp,0,6,Chill Bill (feat. J. Davi$ & Spooks),"['Rob $tone', 'J. Davi$', 'Spooks']",Rob $tone / J. Davi$ / Spooks
3vZM2544ETmOCCHuBPZRzm,4,7,Heathens,['Twenty One Pilots'],Twenty One Pilots
7lQ8MOhq6IN2w8EYcFNSUk,2,6,Without Me,['Eminem'],Eminem
4eZDxVUfm37N7ncCi0t94Y,2,6,Millionaire (feat. Nelly),"['Digital Farm Animals', 'Cash Cash', 'Nelly']",Digital Farm Animals / Cash Cash / Nelly
7j56HrjR9cGzvekvZY3Faz,2,6,HandClap,['Fitz and The Tantrums'],Fitz and The Tantrums
2HNnYRJIlsM1JHn1Nq8qU7,2,6,Color - Remastered,['Finish Ticket'],Finish Ticket
4IChWtexBegNreTAIEH1cK,4,7,Bad 4 U,['Imad Royal'],Imad Royal
6WhzFzROw3aq3rPWjgYlxr,0,5,Gold,['Kiiara'],Kiiara
5ArQzSBevAdXTxRY6Ulhbq,4,7,Mama Said,['Lukas Graham'],Lukas Graham
45zvStEMsXp8z45OQRhWFJ,2,9,American Idiot,['Green Day'],Green Day
429IbFR4yp2J81CeTwF5iY,2,9,Sweetness,['Jimmy Eat World'],Jimmy Eat World
3l9CW99AHtExIRV4hW2N5m,2,9,Misery Business,['Paramore'],Paramore
1gGsNNUfvVMOv4llVMg8Vg,4,7,Ps & Qs,['Lil Uzi Vert'],Lil Uzi Vert
6j0teRL3WdExzqmy334sh5,0,5,Seven Million (feat. Future),"['Lil Uzi Vert', 'Future']",Lil Uzi Vert / Future
74hpFi8WyIwFIPBUv0idC3,2,6,All In,"['Lil Yachty', 'The Good Perry', 'Byou', 'Kay the Yacht', 'Big Brutha Chubba', '$oop', 'Jban$2Turnt', 'Kodie Shane', 'K$upreme']",Lil Yachty / The Good Perry / Byou / Kay the Yacht / Big Brutha Chubba / $oop / Jban$2Turnt / Kodie Shane / K$upreme
1jcSttQBrx05TkPgnB9vZl,0,5,Penis Song,['Macklemore'],Macklemore
4YIoQqE50AdyG4BQafCi3u,2,6,High You Are (Branchez Remix),"['What So Not', 'Branchez']",What So Not / Branchez
278Ao6KQDxWGGszv24uvhI,2,9,Bang Bang,['Green Day'],Green Day
6He0K0vTMdPdbweh18nnrB,2,9,Home Alone,['Ansel Elgort'],Ansel Elgort
6Lhdcv9bpTp72n0K7V0UJa,1,1,Flight Mode,['Mr Sanka'],Mr Sanka
3iyivv3HxJ9TEO7BDXKYxp,4,7,Broken (feat. Tom Bailey),"['Bjonr', 'Tom Bailey']",Bjonr / Tom Bailey
1za5fakUqxQMpaFvBT8UuO,2,6,Build The Beat,['The Shadowboxers'],The Shadowboxers
46jLy47W8rkf8rEX04gMKB,4,7,Wherever I Go,['OneRepublic'],OneRepublic
0lYBSQXN6rCTvUZvg9S0lU,2,6,Let Me Love You,"['DJ Snake', 'Justin Bieber']",DJ Snake / Justin Bieber
2IO7yf562c1zLzpanal1DT,4,7,Gasoline,['Halsey'],Halsey
6Xs7OKt6i0Ddq8B4M5Dgvr,4,9,New Americana,['Halsey'],Halsey
7BKLCZ1jbUBVqRi2FVlTVw,2,6,Closer,"['The Chainsmokers', 'Halsey']",The Chainsmokers / Halsey
1XSvndyw6uqVW1ekRZsJUp,0,6,Who That Be,['Rich Brian'],Rich Brian
4h0zU3O9R5xzuTmNO7dNDU,5,0,Lost Boy,['Ruth B.'],Ruth B.
3gsCAGsWr6pUm1Vy7CPPob,5,0,Killing Me Softly With His Song,['Roberta Flack'],Roberta Flack
5mPSyjLatqB00IkPqRlbTE,5,0,Pop Style,['Drake'],Drake
4dASQiO1Eoo3RJvt74FtXB,0,2,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']",Lil Wayne / Wiz Khalifa / Imagine Dragons / X Ambassadors / Logic / Ty Dolla $ign
7KyTq7H5f3Oavmuo9TX6QK,4,7,Too Many Years,"['Kodak Black', 'PnB Rock']",Kodak Black / PnB Rock
2vYzrIsIWHGtFyNf57PPN1,0,7,Who Knew,['Lil Dicky'],Lil Dicky
5354TkqoLgY6C6wnf7dLYK,2,6,White Crime,['Lil Dicky'],Lil Dicky
4roDTLs05yU9RpSBqwfKQ3,2,2,Bruh...,['Lil Dicky'],Lil Dicky
0QGc6iFNgFB8qM4ffK04MO,0,5,Oh Well (feat. Jace of Two-9),"['Lil Dicky', 'Jace']",Lil Dicky / Jace
2eUOoOf6q0e9FIK01SJMjT,4,7,Personality (feat. T Pain),"['Lil Dicky', 'T-Pain']",Lil Dicky / T-Pain
3ji3RdsWWyuuZyehLmYj0b,0,5,Pillow Talking (feat. Brain),"['Lil Dicky', 'Brain']",Lil Dicky / Brain
1lX67wYMXcGcV0vgQTRi1z,4,7,Classic Male Pregame,['Lil Dicky'],Lil Dicky
4RqvCIjiRyPmD6iP2Fxaak,0,5,Truman,['Lil Dicky'],Lil Dicky
2YK6tjyM4cthovn1idrvhb,0,5,The Antagonist,['Lil Dicky'],Lil Dicky
1TkWsnheqK0gBtvh07BtNX,0,5,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),"['Lil Dicky', 'Fetty Wap', 'Rich Homie Quan']",Lil Dicky / Fetty Wap / Rich Homie Quan
7MkysLvt3L8UFji2PceoFU,2,6,Molly (feat. Brendon Urie of Panic at the Disco),"['Lil Dicky', 'Brendon Urie']",Lil Dicky / Brendon Urie
6Rb0ptOEjBjPPQUlQtQGbL,2,6,Hotel Room Service,['Pitbull'],Pitbull
6Bjtr3tPdto5nyuLYf61sN,4,7,Cold Water (feat. Justin Bieber & MØ),"['Major Lazer', 'Justin Bieber', 'MØ']",Major Lazer / Justin Bieber / MØ
3cqZH3cqvfbV8wVbvHyPbG,0,5,Red Opps,['21 Savage'],21 Savage
6fwdbPMwP1zVStm8FybmkO,0,5,X (feat. Future),"['21 Savage', 'Metro Boomin', 'Future']",21 Savage / Metro Boomin / Future
5TlAXiBCBwiQnIZUAA4Jkg,0,5,Professional Rapper (feat. Snoop Dogg),"['Lil Dicky', 'Snoop Dogg']",Lil Dicky / Snoop Dogg
4SMx7LkOPBlTC5UfJl3zSe,0,5,Threatz,"['Denzel Curry', 'Yung Simmie', 'Robb Bank$']",Denzel Curry / Yung Simmie / Robb Bank$
6R0GRYk2vs2XuBVemYK5YZ,0,5,Ultimate,['Denzel Curry'],Denzel Curry
5uywMR3hTeVPoWaFDSliJb,4,7,Thank God for Girls,['Weezer'],Weezer
0AxdJGlXJjEUsNONDuT2pe,4,7,Island In The Sun,['Weezer'],Weezer
7ghmZhLpmQe9nTluI1czmr,4,7,Say It,"['Flume', 'Tove Lo']",Flume / Tove Lo
6cREm4bV7V79Yxdilx9HDo,2,2,Once In a While,['Timeflies'],Timeflies
476j7IDRIDRvv1Xu71EVc8,5,0,Never Be Like You,"['Flume', 'kai']",Flume / kai
79d719EfQQZ7D7nYdgPGEe,4,7,The Walker,['Fitz and The Tantrums'],Fitz and The Tantrums
0i5spxZKedPA2TgGuvJ3AL,4,7,Out of My League,['Fitz and The Tantrums'],Fitz and The Tantrums
3fH4KjXFYMmljxrcGrbPj9,2,6,Don't You (Forget About Me),['Simple Minds'],Simple Minds
5iwyLsQ5yjnCaRrJGyAPZM,5,0,Endless Love,"['Lionel Richie', 'Diana Ross']",Lionel Richie / Diana Ross
03KVfflesQChtbVZsPYefn,4,7,Everybody's Downtown,['Smija'],Smija
367hDgmAz3JQUmXD4ukZ0I,4,7,Sorry for the Weekend,['Smija'],Smija
1La2U7H6tppgK8KK86sH59,2,6,Uptown Kunta,['Smija'],Smija
5vBuxtwitUimHR2gBOnJYR,2,6,King of the World,['Weezer'],Weezer
2IGr3q6ljcpLvHDFLtI0yW,2,6,Look Alive,['Rae Sremmurd'],Rae Sremmurd
2ANLarE8yHVsLWW21nj79M,0,5,You Was Right,['Lil Uzi Vert'],Lil Uzi Vert
0B8QzDH7YWih85V5SEMnyJ,4,7,Money Longer,['Lil Uzi Vert'],Lil Uzi Vert
6BC5qv70s01qQpFyKSsuLV,4,7,The Meaning,"['FKi 1st', 'Post Malone']",FKi 1st / Post Malone
5yuShbu70mtHXY0yLzCQLQ,5,0,Go Flex,['Post Malone'],Post Malone
6RJEdfCBmwSxUdW3pfWmvt,5,8,Caving,['Seavera'],Seavera
0ee8dp1FYqhN4X7GB1FVH6,5,6,Wildest Dreams (feat. Marissa Braun),"['Chris Arena', 'Marissa Braun']",Chris Arena / Marissa Braun
4rMN8vnOmVvQSMkXp6OLfv,4,7,Drive It Like You Stole It,['Sing Street'],Sing Street
1oJFh04MxEmecGdJd8yPhu,0,9,Paper Pools,['Smija'],Smija
1dTKLBrljnBfyuLL0Qbo4U,4,7,Tonight,['VICTORS'],VICTORS
29TdG6iuPmFQqKBCSpDw3G,4,7,Flagrant,"['Elujay', 'Ymtk']",Elujay / Ymtk
3gpr0nir2ctUJQ8M4zo36z,2,6,She Was The One,['Hundred Handed'],Hundred Handed
2yJ9GVCLMmzBBfQAnfzlwr,4,7,THat Part,"['ScHoolboy Q', 'Kanye West']",ScHoolboy Q / Kanye West
0B3LaidsxjnBTUlKgKQQe5,2,6,Sweatshirt,['Jacob Sartorius'],Jacob Sartorius
6aNwbCxOHhSSfD42CbZlQA,4,7,What Once Was,"[""Her's""]",Her's
433P7tDcIAi6NLnf4Sh6tI,0,2,Still Here,['Drake'],Drake
3aJkV6DUTSCqOwVwaBDG9B,0,5,With You,"['Drake', 'PARTYNEXTDOOR']",Drake / PARTYNEXTDOOR
0azC730Exh71aQlOt9Zj3y,4,7,This Is What You Came For (feat. Rihanna),"['Calvin Harris', 'Rihanna']",Calvin Harris / Rihanna
5e574bhjycX1eH2l4Auage,0,5,Grammys,"['Drake', 'Future']",Drake / Future
698ItKASDavgwZ3WjaWjtz,2,9,Faded,['Alan Walker'],Alan Walker
0gb1J5UrTpzaU1s3nupgCd,4,7,No Money,['Galantis'],Galantis
1pjvlYOMIg1NhGQbM6iwrY,4,7,Light It Up (feat. Nyla & Fuse ODG) [Remix],"['Major Lazer', 'Nyla', 'Fuse ODG']",Major Lazer / Nyla / Fuse ODG
7vRriwrloYVaoAe3a9wJHe,5,0,"i hate u, i love u (feat. olivia o'brien)","['Garrett Nash', ""Olivia O'Brien""]",Garrett Nash / Olivia O'Brien
0XN2BcoaKE4Z2hnq1ZeDY1,2,6,Noise,['Kenny Chesney'],Kenny Chesney
2lfPecqFbH8X4lHSpTxt8l,2,9,Fade,['Alan Walker'],Alan Walker
5masKPHeAOVNgxdLebIcK7,4,7,Stole the Show,"['Kygo', 'Parson James']",Kygo / Parson James
5Y1nDHK2sRssiODgho8uMn,5,8,Float,['Switchfoot'],Switchfoot
27PmvZoffODNFW2p7ehZTQ,0,5,Don't Mind,['Kent Jones'],Kent Jones
44TuSOP6xIAEeJmZsN3nXO,2,9,Bored To Death,['blink-182'],blink-182
5NFYuqu8V6QXc6mzcLImd6,4,7,Hype,['Drake'],Drake
3V0PeMg2mhbYRtk9bioAwF,5,0,I Swear,['All-4-One'],All-4-One
7zBPzAjKAqQpcv8F8GCq5s,0,5,Uber Everywhere,['MadeinTYO'],MadeinTYO
1Jj6MF0xDOMA3Ut2Z368Bx,5,0,Time After Time,['Cyndi Lauper'],Cyndi Lauper
22HYEJveCvykVDHDiEEmjZ,2,9,Tubthumping,['Chumbawamba'],Chumbawamba
5KQDGl3vAkNGyfvSbaW89E,2,6,I'm Good,"[""The Mowgli's""]",The Mowgli's
4c0rkFPszqQTyC753tsCMU,4,7,My Boo - Hitman's Club Mix,['Ghost Town DJs'],Ghost Town DJs
3LI4MmibTkXH5cGpCGZgyw,2,6,Teenage Dirtbag,['Wheatus'],Wheatus
1zi7xx7UVEFkmKfv06H8x0,2,6,One Dance,"['Drake', 'WizKid', 'Kyla']",Drake / WizKid / Kyla
23NWj2izXAJ4yL6Nah73wf,0,5,Pop Style,"['Drake', 'The Throne']",Drake / The Throne
3TIGSAP7l8sIfRy9vf73aL,4,7,Nuff Said,['Pryde'],Pryde
0RAXbA0EGydtxACuuTlUrl,2,6,Lay It All on Me (feat. Ed Sheeran),"['Rudimental', 'Ed Sheeran']",Rudimental / Ed Sheeran
6TaqooOXAEcijL6G1AWS2K,2,6,All My Friends (feat. Tinashe & Chance the Rapper),"['Snakehips', 'Tinashe', 'Chance the Rapper']",Snakehips / Tinashe / Chance the Rapper
2hsza71y54ABzmabyNDtM4,4,7,Hide Away,['Daya'],Daya
76hfruVvmfQbw0eYn1nmeC,4,7,Cake By The Ocean,['DNCE'],DNCE
3jomjC6H7YQBRr2CHPtc4y,4,7,My House,['Flo Rida'],Flo Rida
1i1fxkWeaMmKEB4T7zqbzK,2,9,Don't Let Me Down,"['The Chainsmokers', 'Daya']",The Chainsmokers / Daya
0wdKiSBUT7aZkXUIdJWcwC,0,5,2 Phones,['Kevin Gates'],Kevin Gates
305WCRhhS10XUcH6AEwZk6,2,6,Are You Gonna Be My Girl,['Jet'],Jet
3iVcZ5G6tvkXZkZKlMpIUs,0,5,Alright,['Kendrick Lamar'],Kendrick Lamar
7pKfPomDEeI4TPT6EOYjn9,5,0,Imagine - Remastered 2010,['John Lennon'],John Lennon
2ZRJRe82aZaVhOKKlbJr4v,0,5,Summer Sixteen,['Drake'],Drake
57exrbwAqmn712QGaW1hB1,4,7,Clean (feat. Jamie Lidell),"['Big Data', 'Jamie Lidell']",Big Data / Jamie Lidell
16JoRyQHA0LJYc4zJINsVW,0,5,Nightshift,['Pryde'],Pryde
3JOVTQ5h8HGFnDdp4VT3MP,5,0,Mad World (Feat. Michael Andrews),"['Gary Jules', 'Michael Andrews']",Gary Jules / Michael Andrews
2aBxt229cbLDOvtL7Xbb9x,5,6,Always Be My Baby,['Mariah Carey'],Mariah Carey
7cdjzBIlIZ3sWX3AFD4yuk,4,7,It's Lit,"['KYLE', 'Iamsu!']",KYLE / Iamsu!
69uxyAqqPIsUyTO8txoP2M,2,6,Adventure of a Lifetime,['Coldplay'],Coldplay
7ygpwy2qP3NbrxVkHvUhXY,2,9,Wonderwall - Remastered,['Oasis'],Oasis
50kpGaPAhYJ3sGmk6vplg0,0,5,Love Yourself,['Justin Bieber'],Justin Bieber
6V68ItawQkQlZhYIf1S86C,2,9,Crazy = Genius,['Panic! At The Disco'],Panic! At The Disco
2fh3bZ8jZhMxOcfESE9nQY,4,9,Don't Threaten Me with a Good Time,['Panic! At The Disco'],Panic! At The Disco
6od5hFv9IT5JHc7NEF9HRv,2,6,Victorious,['Panic! At The Disco'],Panic! At The Disco
5vHLwhxxlGzmClMcxRRFPr,2,6,Lithium,['Nirvana'],Nirvana
3pXF1nA74528Edde4of9CC,4,7,Don't,['Bryson Tiller'],Bryson Tiller
1KtVVUM6OkpyOsbVfbMybX,2,6,Don't Be so Hard on Yourself,['Jess Glynne'],Jess Glynne
3RiPr603aXAoi4GHyXx0uy,4,7,Hymn for the Weekend,['Coldplay'],Coldplay
0hy1SOTEn9ifXTzOwnCwEr,4,7,All Eyes on You (feat. Chris Brown & Nicki Minaj),"['Meek Mill', 'Chris Brown', 'Nicki Minaj']",Meek Mill / Chris Brown / Nicki Minaj
70eDxAyAraNTiD6lx2ZEnH,2,9,Ex's & Oh's,['Elle King'],Elle King
4IqXyCH75mW4dMDbHufqDX,4,7,Again,['Fetty Wap'],Fetty Wap
664gdARxaClFsoF5SXKOws,2,9,Here,['Alessia Cara'],Alessia Cara
3icbmPGKTsKAa0IinkizCM,2,6,That's How You Know (feat. Kid Ink & Bebe Rexha),"['Nico & Vinz', 'Kid Ink', 'Bebe Rexha']",Nico & Vinz / Kid Ink / Bebe Rexha
5pfJsMwoRYKampPay8amX0,2,6,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Grandmaster Melle Mel', 'Grandmaster Caz', 'Kool Moe Dee', 'Eric Nally']",Macklemore & Ryan Lewis / Macklemore / Ryan Lewis / Grandmaster Melle Mel / Grandmaster Caz / Kool Moe Dee / Eric Nally
09CtPGIpYB4BrO8qb1RGsF,4,7,Sorry,['Justin Bieber'],Justin Bieber
5tf1VVWniHgryyumXyJM7w,4,7,Sugar (feat. Francesco Yates),"['Robin Schulz', 'Francesco Yates']",Robin Schulz / Francesco Yates
4KkGTqja19AHqItq3XBV3C,4,7,One,['Three Dog Night'],Three Dog Night
4z0PnuB07fxtVZZRWsCfxb,4,7,100 Grandkids,['Mac Miller'],Mac Miller
6GnhWMhgJb7uyiiPEiEkDA,0,0,Weekend (feat. Miguel),"['Mac Miller', 'Miguel']",Mac Miller / Miguel
5cY8y2XgOfkAh4kSWLFKkz,4,7,I Write Sins Not Tragedies,['Panic! At The Disco'],Panic! At The Disco
3yZQk5PC52CCmT4ZaTIKvv,2,9,This Is Gospel,['Panic! At The Disco'],Panic! At The Disco
1BECwm5qkaBwlbfo4kpYx8,2,9,Death of a Bachelor,['Panic! At The Disco'],Panic! At The Disco
3px2rAPu74ltbkf9eZsZ8h,2,6,Emperor's New Clothes,['Panic! At The Disco'],Panic! At The Disco
1UYLxZIL4IicS6TaPUZFTH,2,6,Blasé (feat. Future & Rae Sremmurd),"['Ty Dolla $ign', 'Future', 'Rae Sremmurd']",Ty Dolla $ign / Future / Rae Sremmurd
2EqlS6tkEnglzr7tkKAAYD,4,7,Come Together - Remastered 2009,['The Beatles'],The Beatles
3vv9phIu6Y1vX3jcqaGz5Z,2,6,Roses,"['The Chainsmokers', 'ROZES']",The Chainsmokers / ROZES
49XzscKLtLN0Th6NvnoAfj,2,9,The Time Is Now,"['WWE', 'John Cena', 'Tha Trademarc']",WWE / John Cena / Tha Trademarc
